"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"44527_at"	"2.99e-01"	"1.36e-01"	"1.498988"	"-5.39212"	"0.2233102"	"CHFR"	"checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase"
"54700_at"	"2.99e-01"	"1.36e-01"	"1.498602"	"-5.39268"	"0.1998166"	"OIP5-AS1"	"OIP5 antisense RNA 1"
"49193_at"	"2.99e-01"	"1.36e-01"	"-1.497949"	"-5.39363"	"-0.1715916"	"LINC00621"	"long intergenic non-protein coding RNA 621"
"54000_at"	"2.99e-01"	"1.36e-01"	"1.497905"	"-5.3937"	"0.1238348"	"FAM156B///FAM156A"	"family with sequence similarity 156, member B///family with sequence similarity 156, member A"
"59472_at"	"2.99e-01"	"1.36e-01"	"1.497903"	"-5.3937"	"0.3126146"	"NRK"	"Nik related kinase"
"45052_at"	"2.99e-01"	"1.36e-01"	"1.497704"	"-5.39399"	"0.2923651"	""	""
"41956_at"	"3.00e-01"	"1.36e-01"	"1.496699"	"-5.39545"	"0.2782984"	""	""
"59222_at"	"3.00e-01"	"1.36e-01"	"-1.49643"	"-5.39584"	"-0.3295891"	""	""
"52422_at"	"3.00e-01"	"1.37e-01"	"1.495598"	"-5.39704"	"0.1868697"	"ALPK2"	"alpha-kinase 2"
"55287_at"	"3.00e-01"	"1.37e-01"	"1.495588"	"-5.39706"	"0.2084593"	""	""
"53675_at"	"3.01e-01"	"1.37e-01"	"1.494553"	"-5.39856"	"0.2006328"	"PRKRIP1"	"PRKR interacting protein 1 (IL11 inducible)"
"45234_at"	"3.01e-01"	"1.37e-01"	"-1.493392"	"-5.40024"	"-0.1543499"	"FYTTD1"	"forty-two-three domain containing 1"
"43760_at"	"3.01e-01"	"1.37e-01"	"1.493322"	"-5.40035"	"0.2610957"	"BBS4"	"Bardet-Biedl syndrome 4"
"49753_at"	"3.01e-01"	"1.37e-01"	"1.493213"	"-5.4005"	"0.2041176"	"KBTBD8"	"kelch repeat and BTB (POZ) domain containing 8"
"55445_at"	"3.01e-01"	"1.37e-01"	"1.493004"	"-5.40081"	"0.2209967"	"UQCC2"	"ubiquinol-cytochrome c reductase complex assembly factor 2"
"48520_at"	"3.01e-01"	"1.37e-01"	"-1.492981"	"-5.40084"	"-0.1170268"	"SLU7"	"SLU7 splicing factor homolog (S. cerevisiae)"
"51775_r_at"	"3.01e-01"	"1.37e-01"	"1.492605"	"-5.40138"	"0.2727606"	""	""
"55849_at"	"3.01e-01"	"1.37e-01"	"1.492479"	"-5.40157"	"0.3515175"	""	""
"44680_at"	"3.01e-01"	"1.37e-01"	"1.492425"	"-5.40164"	"0.1559695"	"SLC25A23"	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"
"53989_at"	"3.02e-01"	"1.37e-01"	"1.492186"	"-5.40199"	"0.2288798"	"TRMT2A"	"tRNA methyltransferase 2 homolog A (S. cerevisiae)"
"56649_r_at"	"3.02e-01"	"1.38e-01"	"1.492071"	"-5.40216"	"0.2842379"	"LOC101928767"	"uncharacterized LOC101928767"
"42675_at"	"3.02e-01"	"1.38e-01"	"1.491972"	"-5.4023"	"0.1347116"	""	""
"46159_at"	"3.02e-01"	"1.38e-01"	"1.491791"	"-5.40256"	"0.1055335"	"POLR1A"	"polymerase (RNA) I polypeptide A, 194kDa"
"46404_at"	"3.02e-01"	"1.38e-01"	"-1.49174"	"-5.40264"	"-0.208611"	"PRRT1"	"proline-rich transmembrane protein 1"
"56597_at"	"3.02e-01"	"1.38e-01"	"1.491107"	"-5.40355"	"0.2124513"	"ZNF135"	"zinc finger protein 135"
"43256_at"	"3.02e-01"	"1.38e-01"	"1.490814"	"-5.40398"	"0.260685"	"CTB-174D11.1"	"uncharacterized LOC728095"
"47367_at"	"3.02e-01"	"1.38e-01"	"1.490637"	"-5.40423"	"0.312291"	""	""
"49330_at"	"3.02e-01"	"1.38e-01"	"1.49024"	"-5.40481"	"0.2023152"	"SPPL2B"	"signal peptide peptidase like 2B"
"53110_at"	"3.02e-01"	"1.38e-01"	"-1.490069"	"-5.40505"	"-0.1719245"	"NIPAL2"	"NIPA-like domain containing 2"
"55152_at"	"3.03e-01"	"1.38e-01"	"1.489212"	"-5.40629"	"0.2970406"	"LOC100505959"	"uncharacterized LOC100505959"
"57232_at"	"3.03e-01"	"1.38e-01"	"1.488895"	"-5.40675"	"0.1914961"	"CROCCP2"	"ciliary rootlet coiled-coil, rootletin pseudogene 2"
"47020_at"	"3.03e-01"	"1.38e-01"	"-1.488864"	"-5.40679"	"-0.1965581"	"CD99P1"	"CD99 molecule pseudogene 1"
"51163_at"	"3.03e-01"	"1.38e-01"	"1.48886"	"-5.4068"	"0.118712"	"MTMR14"	"myotubularin related protein 14"
"42184_at"	"3.03e-01"	"1.38e-01"	"1.488771"	"-5.40693"	"0.2938856"	""	""
"56548_at"	"3.03e-01"	"1.38e-01"	"-1.488728"	"-5.40699"	"-0.3027328"	"AGTRAP"	"angiotensin II receptor-associated protein"
"58255_at"	"3.03e-01"	"1.38e-01"	"1.488695"	"-5.40704"	"0.2409888"	""	""
"44753_at"	"3.03e-01"	"1.38e-01"	"1.488503"	"-5.40732"	"0.2644336"	""	""
"57964_at"	"3.03e-01"	"1.38e-01"	"1.488383"	"-5.40749"	"0.3012184"	""	""
"44565_at"	"3.03e-01"	"1.39e-01"	"1.48804"	"-5.40799"	"0.2885044"	"GEMIN5"	"gem (nuclear organelle) associated protein 5"
"52813_at"	"3.03e-01"	"1.39e-01"	"-1.487911"	"-5.40817"	"-0.241104"	"CALU"	"calumenin"
"43951_at"	"3.03e-01"	"1.39e-01"	"-1.487861"	"-5.40824"	"-0.2152927"	"PSPC1"	"paraspeckle component 1"
"45959_at"	"3.03e-01"	"1.39e-01"	"-1.487678"	"-5.40851"	"-0.3924158"	"SHISA9"	"shisa family member 9"
"55095_at"	"3.03e-01"	"1.39e-01"	"1.486858"	"-5.40969"	"0.2379486"	"TBC1D7"	"TBC1 domain family, member 7"
"49096_at"	"3.03e-01"	"1.39e-01"	"1.486738"	"-5.40986"	"0.3543998"	""	""
"48591_at"	"3.04e-01"	"1.39e-01"	"1.486449"	"-5.41028"	"0.1637885"	"TRIM39-RPP21///RPP21///TRIM39"	"TRIM39-RPP21 readthrough///ribonuclease P/MRP 21kDa subunit///tripartite motif containing 39"
"58706_at"	"3.04e-01"	"1.39e-01"	"1.486135"	"-5.41073"	"0.2866397"	"ZNF30"	"zinc finger protein 30"
"50559_at"	"3.04e-01"	"1.39e-01"	"-1.486029"	"-5.41089"	"-0.276285"	""	""
"44552_at"	"3.04e-01"	"1.39e-01"	"1.48592"	"-5.41104"	"0.1876307"	"ZFP62"	"ZFP62 zinc finger protein"
"58471_at"	"3.04e-01"	"1.39e-01"	"-1.485915"	"-5.41105"	"-0.1532744"	"PQLC3"	"PQ loop repeat containing 3"
"46145_at"	"3.04e-01"	"1.39e-01"	"1.485333"	"-5.41189"	"0.1963392"	"SAYSD1"	"SAYSVFN motif domain containing 1"
"43752_at"	"3.04e-01"	"1.39e-01"	"1.485074"	"-5.41226"	"0.2341852"	"NCR3LG1"	"natural killer cell cytotoxicity receptor 3 ligand 1"
"51089_at"	"3.04e-01"	"1.39e-01"	"-1.484948"	"-5.41244"	"-0.1401698"	"TTC7A"	"tetratricopeptide repeat domain 7A"
"46651_at"	"3.04e-01"	"1.39e-01"	"1.484804"	"-5.41265"	"0.2428224"	"LOC100287572"	"similar to hCG1996962"
"46342_at"	"3.04e-01"	"1.40e-01"	"1.48419"	"-5.41354"	"0.2703478"	""	""
"57672_at"	"3.04e-01"	"1.40e-01"	"-1.484162"	"-5.41358"	"-0.2536461"	""	""
"46662_at"	"3.04e-01"	"1.40e-01"	"1.483936"	"-5.4139"	"0.2545497"	"NPEPL1"	"aminopeptidase-like 1"
"43733_at"	"3.04e-01"	"1.40e-01"	"1.483724"	"-5.41421"	"0.2546603"	""	""
"58007_at"	"3.05e-01"	"1.40e-01"	"1.482569"	"-5.41587"	"0.2600132"	"RCCD1"	"RCC1 domain containing 1"
"45101_at"	"3.05e-01"	"1.40e-01"	"1.482513"	"-5.41595"	"0.2370034"	"LOC100499484"	"SUGT1-1300002K09Rik pseudogene"
"43362_at"	"3.05e-01"	"1.40e-01"	"1.482493"	"-5.41598"	"0.1375814"	"NOA1"	"nitric oxide associated 1"
"50538_r_at"	"3.05e-01"	"1.40e-01"	"1.482405"	"-5.4161"	"0.2456465"	""	""
"59067_f_at"	"3.05e-01"	"1.40e-01"	"1.481811"	"-5.41696"	"0.2287583"	"YIPF6"	"Yip1 domain family, member 6"
"47780_at"	"3.05e-01"	"1.40e-01"	"-1.481757"	"-5.41704"	"-0.3374702"	""	""
"53372_at"	"3.06e-01"	"1.40e-01"	"1.480881"	"-5.4183"	"0.1579166"	"UNC5A"	"unc-5 homolog A (C. elegans)"
"45138_at"	"3.06e-01"	"1.41e-01"	"-1.480747"	"-5.41849"	"-0.2449311"	"KIAA1958"	"KIAA1958"
"42373_at"	"3.06e-01"	"1.41e-01"	"-1.480573"	"-5.41874"	"-0.2400434"	"LOC101928767"	"uncharacterized LOC101928767"
"57132_at"	"3.06e-01"	"1.41e-01"	"1.480409"	"-5.41897"	"0.1344408"	"EVL"	"Enah/Vasp-like"
"47524_r_at"	"3.06e-01"	"1.41e-01"	"1.480038"	"-5.41951"	"0.3953661"	""	""
"57706_at"	"3.06e-01"	"1.41e-01"	"1.480024"	"-5.41953"	"0.27971"	"ABCC6P1"	"ATP-binding cassette, sub-family C, member 6 pseudogene 1 (functional)"
"56214_at"	"3.06e-01"	"1.41e-01"	"-1.479384"	"-5.42045"	"-0.3382731"	"MMP16"	"matrix metallopeptidase 16 (membrane-inserted)"
"45565_r_at"	"3.07e-01"	"1.41e-01"	"-1.478553"	"-5.42164"	"-0.2552187"	"FOSL2"	"FOS-like antigen 2"
"45196_at"	"3.07e-01"	"1.41e-01"	"-1.478442"	"-5.4218"	"-0.1396115"	"SMIM7"	"small integral membrane protein 7"
"43705_at"	"3.07e-01"	"1.41e-01"	"1.478404"	"-5.42185"	"0.2808021"	""	""
"49419_at"	"3.07e-01"	"1.41e-01"	"1.478391"	"-5.42187"	"0.1914751"	"SOCS7"	"suppressor of cytokine signaling 7"
"54469_at"	"3.07e-01"	"1.41e-01"	"-1.478278"	"-5.42203"	"-0.1982369"	"KLHL15"	"kelch-like family member 15"
"56577_at"	"3.07e-01"	"1.41e-01"	"1.477993"	"-5.42244"	"0.114194"	"SERPINB9P1"	"serpin peptidase inhibitor, clade B (ovalbumin), member 9, pseudogene 1"
"44194_at"	"3.07e-01"	"1.41e-01"	"1.477527"	"-5.42311"	"0.2539792"	""	""
"42460_at"	"3.07e-01"	"1.41e-01"	"1.477249"	"-5.42351"	"0.2778401"	""	""
"44043_at"	"3.07e-01"	"1.41e-01"	"-1.477075"	"-5.42376"	"-0.1355429"	"RPF1"	"ribosome production factor 1 homolog (S. cerevisiae)"
"57510_at"	"3.07e-01"	"1.41e-01"	"1.477054"	"-5.42379"	"0.1420976"	"COMMD2"	"COMM domain containing 2"
"42575_at"	"3.07e-01"	"1.42e-01"	"1.476916"	"-5.42399"	"0.2701272"	""	""
"45317_at"	"3.08e-01"	"1.42e-01"	"1.475597"	"-5.42588"	"0.1421321"	"DNAJC5"	"DnaJ (Hsp40) homolog, subfamily C, member 5"
"53604_at"	"3.08e-01"	"1.42e-01"	"1.475337"	"-5.42625"	"0.2492826"	"ZBTB38"	"zinc finger and BTB domain containing 38"
"47268_at"	"3.08e-01"	"1.42e-01"	"1.475227"	"-5.42641"	"0.1539218"	""	""
"54933_at"	"3.08e-01"	"1.42e-01"	"1.474718"	"-5.42713"	"0.2628807"	"LYN"	"LYN proto-oncogene, Src family tyrosine kinase"
"49710_at"	"3.08e-01"	"1.42e-01"	"1.474591"	"-5.42732"	"0.1465214"	""	""
"50957_f_at"	"3.08e-01"	"1.42e-01"	"1.474469"	"-5.42749"	"0.3293939"	"STOX1"	"storkhead box 1"
"57852_at"	"3.08e-01"	"1.42e-01"	"-1.474234"	"-5.42783"	"-0.1907393"	"BCCIP"	"BRCA2 and CDKN1A interacting protein"
"42213_at"	"3.08e-01"	"1.42e-01"	"1.474192"	"-5.42789"	"0.3469088"	"WNK3"	"WNK lysine deficient protein kinase 3"
"47595_at"	"3.08e-01"	"1.42e-01"	"-1.473811"	"-5.42843"	"-0.2284179"	"TSPAN18"	"tetraspanin 18"
"53855_at"	"3.09e-01"	"1.43e-01"	"-1.473207"	"-5.4293"	"-0.1708"	""	""
"47640_at"	"3.09e-01"	"1.43e-01"	"1.473104"	"-5.42944"	"0.1168855"	"WWP2"	"WW domain containing E3 ubiquitin protein ligase 2"
"47146_at"	"3.09e-01"	"1.43e-01"	"1.472867"	"-5.42978"	"0.2540942"	"GPR68"	"G protein-coupled receptor 68"
"54510_at"	"3.09e-01"	"1.43e-01"	"1.472435"	"-5.4304"	"0.230529"	"EEFSEC"	"eukaryotic elongation factor, selenocysteine-tRNA-specific"
"44271_at"	"3.09e-01"	"1.43e-01"	"1.472306"	"-5.43058"	"0.2781269"	""	""
"42584_at"	"3.09e-01"	"1.43e-01"	"-1.472248"	"-5.43067"	"-0.2547626"	"SEC14L2"	"SEC14-like 2 (S. cerevisiae)"
"47924_at"	"3.09e-01"	"1.43e-01"	"-1.472144"	"-5.43082"	"-0.3113585"	""	""
"56131_at"	"3.09e-01"	"1.43e-01"	"-1.471851"	"-5.43123"	"-0.1266069"	"DCUN1D3"	"DCN1, defective in cullin neddylation 1, domain containing 3"
"45209_at"	"3.10e-01"	"1.43e-01"	"1.471141"	"-5.43225"	"0.2122652"	"LINC01116"	"long intergenic non-protein coding RNA 1116"
"59405_at"	"3.10e-01"	"1.43e-01"	"-1.471055"	"-5.43237"	"-0.1979751"	""	""
"53854_at"	"3.10e-01"	"1.43e-01"	"1.470019"	"-5.43385"	"0.1150256"	"INTS4"	"integrator complex subunit 4"
"42539_r_at"	"3.10e-01"	"1.44e-01"	"1.469455"	"-5.43465"	"0.3539383"	"TAS2R14"	"taste receptor, type 2, member 14"
"45792_at"	"3.10e-01"	"1.44e-01"	"1.469247"	"-5.43495"	"0.2851202"	"MIS18A"	"MIS18 kinetochore protein A"
"59754_at"	"3.11e-01"	"1.44e-01"	"1.468893"	"-5.43546"	"0.3082129"	"TLR7"	"toll-like receptor 7"
"48409_at"	"3.11e-01"	"1.44e-01"	"1.468777"	"-5.43562"	"0.2238515"	""	""
"44607_at"	"3.11e-01"	"1.44e-01"	"1.468598"	"-5.43588"	"0.2319267"	"ARID1B"	"AT rich interactive domain 1B (SWI1-like)"
"55509_at"	"3.11e-01"	"1.44e-01"	"1.468561"	"-5.43593"	"0.3133634"	"HSF5"	"heat shock transcription factor family member 5"
"44277_r_at"	"3.11e-01"	"1.44e-01"	"1.46848"	"-5.43604"	"0.3156823"	"WWP1"	"WW domain containing E3 ubiquitin protein ligase 1"
"47553_at"	"3.11e-01"	"1.44e-01"	"1.467927"	"-5.43683"	"0.2757278"	"DFNB31"	"deafness, autosomal recessive 31"
"44697_at"	"3.11e-01"	"1.44e-01"	"-1.467885"	"-5.43689"	"-0.1501419"	"MRPS18C"	"mitochondrial ribosomal protein S18C"
"50555_at"	"3.11e-01"	"1.44e-01"	"-1.467016"	"-5.43813"	"-0.2807051"	"ANKDD1A"	"ankyrin repeat and death domain containing 1A"
"56899_at"	"3.12e-01"	"1.44e-01"	"1.466313"	"-5.43913"	"0.3169492"	""	""
"47726_at"	"3.12e-01"	"1.45e-01"	"1.465847"	"-5.43979"	"0.3691439"	""	""
"44253_r_at"	"3.12e-01"	"1.45e-01"	"1.46545"	"-5.44036"	"0.3051823"	""	""
"46813_at"	"3.12e-01"	"1.45e-01"	"1.465439"	"-5.44037"	"0.2354976"	"HEY2"	"hes-related family bHLH transcription factor with YRPW motif 2"
"57070_at"	"3.12e-01"	"1.45e-01"	"1.465428"	"-5.44039"	"0.1991873"	"CDK6"	"cyclin-dependent kinase 6"
"52880_at"	"3.12e-01"	"1.45e-01"	"1.464699"	"-5.44143"	"0.2181592"	"FKBPL"	"FK506 binding protein like"
"57269_at"	"3.13e-01"	"1.45e-01"	"1.463318"	"-5.44339"	"0.2414213"	"SLC25A2"	"solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 2"
"42098_at"	"3.13e-01"	"1.45e-01"	"1.463253"	"-5.44348"	"0.2698036"	""	""
"58188_s_at"	"3.13e-01"	"1.45e-01"	"1.463036"	"-5.44379"	"0.2495876"	"SYT6"	"synaptotagmin VI"
"50724_at"	"3.13e-01"	"1.45e-01"	"-1.463023"	"-5.44381"	"-0.3382272"	"ILDR2"	"immunoglobulin-like domain containing receptor 2"
"56262_at"	"3.13e-01"	"1.45e-01"	"1.462791"	"-5.44414"	"0.2417883"	"TMEM167A"	"transmembrane protein 167A"
"47918_at"	"3.13e-01"	"1.45e-01"	"-1.462602"	"-5.44441"	"-0.1479342"	"HIVEP3"	"human immunodeficiency virus type I enhancer binding protein 3"
"42840_r_at"	"3.13e-01"	"1.45e-01"	"-1.462466"	"-5.4446"	"-0.3992799"	"LOC100507039"	"uncharacterized LOC100507039"
"55485_r_at"	"3.13e-01"	"1.45e-01"	"1.462254"	"-5.4449"	"0.3524064"	"CDC73"	"cell division cycle 73"
"41962_r_at"	"3.14e-01"	"1.46e-01"	"1.461683"	"-5.44571"	"0.2926161"	""	""
"46203_at"	"3.14e-01"	"1.46e-01"	"1.461679"	"-5.44572"	"0.1400665"	"C6orf1"	"chromosome 6 open reading frame 1"
"46429_at"	"3.14e-01"	"1.46e-01"	"1.461437"	"-5.44606"	"0.2708901"	""	""
"56559_s_at"	"3.14e-01"	"1.46e-01"	"1.461333"	"-5.44621"	"0.152651"	"STARD3NL"	"STARD3 N-terminal like"
"53222_at"	"3.14e-01"	"1.46e-01"	"1.461315"	"-5.44623"	"0.2371564"	"NRP1"	"neuropilin 1"
"42223_at"	"3.14e-01"	"1.46e-01"	"1.461131"	"-5.44649"	"0.2285643"	"CTD-2350J17.1"	"uncharacterized LOC101929472"
"45362_g_at"	"3.14e-01"	"1.46e-01"	"1.460395"	"-5.44754"	"0.2389291"	"CTPS2"	"CTP synthase 2"
"49731_at"	"3.14e-01"	"1.46e-01"	"1.460178"	"-5.44784"	"0.3082065"	""	""
"48273_at"	"3.14e-01"	"1.46e-01"	"-1.460178"	"-5.44784"	"-0.3458494"	"NANOG"	"Nanog homeobox"
"47503_at"	"3.14e-01"	"1.46e-01"	"-1.459849"	"-5.44831"	"-0.2733475"	"BBS7"	"Bardet-Biedl syndrome 7"
"42470_at"	"3.14e-01"	"1.46e-01"	"1.459723"	"-5.44849"	"0.244505"	""	""
"44170_at"	"3.14e-01"	"1.46e-01"	"1.45937"	"-5.44899"	"0.2360772"	"MIR122"	"microRNA 122"
"53896_at"	"3.15e-01"	"1.46e-01"	"1.458787"	"-5.44982"	"0.1193331"	"TYSND1"	"trypsin domain containing 1"
"56553_f_at"	"3.15e-01"	"1.47e-01"	"-1.458394"	"-5.45037"	"-0.119981"	"AGAP5///AGAP10///AGAP7P///AGAP9///AGAP6///AGAP11///AGAP4"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 10///ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene///ArfGAP with GTPase domain, ankyrin repeat and PH domain 9///ArfGAP with GTPase domain, ankyrin repeat and PH domain 6///ankyrin repeat and GTPase domain Arf GTPase activating protein 11///ArfGAP with GTPase domain, ankyrin repeat and PH domain 4"
"53135_at"	"3.15e-01"	"1.47e-01"	"1.458213"	"-5.45063"	"0.2091976"	"ADD1"	"adducin 1 (alpha)"
"49853_at"	"3.15e-01"	"1.47e-01"	"-1.458158"	"-5.45071"	"-0.3227424"	""	""
"42103_at"	"3.15e-01"	"1.47e-01"	"1.458104"	"-5.45078"	"0.144597"	"LINC01016"	"long intergenic non-protein coding RNA 1016"
"43877_f_at"	"3.15e-01"	"1.47e-01"	"1.457982"	"-5.45095"	"0.2406273"	""	""
"44462_r_at"	"3.15e-01"	"1.47e-01"	"1.457664"	"-5.45141"	"0.3480347"	""	""
"56594_at"	"3.15e-01"	"1.47e-01"	"1.457592"	"-5.45151"	"0.2246671"	"KIAA1549"	"KIAA1549"
"56717_r_at"	"3.15e-01"	"1.47e-01"	"1.457217"	"-5.45204"	"0.351633"	""	""
"56568_at"	"3.15e-01"	"1.47e-01"	"-1.457174"	"-5.4521"	"-0.281769"	"SNX5"	"sorting nexin 5"
"44483_at"	"3.15e-01"	"1.47e-01"	"1.456937"	"-5.45243"	"0.2331586"	"AMZ1"	"archaelysin family metallopeptidase 1"
"49722_at"	"3.15e-01"	"1.47e-01"	"1.456798"	"-5.45263"	"0.2868566"	""	""
"46626_at"	"3.15e-01"	"1.47e-01"	"1.456762"	"-5.45268"	"0.2987108"	"GRIN2A"	"glutamate receptor, ionotropic, N-methyl D-aspartate 2A"
"44205_at"	"3.16e-01"	"1.47e-01"	"1.45621"	"-5.45346"	"0.1615974"	"LOC157503"	"uncharacterized LOC157503"
"46347_at"	"3.16e-01"	"1.47e-01"	"1.455133"	"-5.45498"	"0.2344868"	""	""
"42955_at"	"3.16e-01"	"1.47e-01"	"1.455095"	"-5.45504"	"0.1788781"	"TNRC18"	"trinucleotide repeat containing 18"
"49661_at"	"3.16e-01"	"1.48e-01"	"1.454723"	"-5.45556"	"0.2388772"	"RAD51B"	"RAD51 paralog B"
"46731_g_at"	"3.16e-01"	"1.48e-01"	"-1.454641"	"-5.45568"	"-0.1746807"	"MTPAP"	"mitochondrial poly(A) polymerase"
"44160_at"	"3.16e-01"	"1.48e-01"	"1.454636"	"-5.45569"	"0.2442694"	"VPS33A"	"vacuolar protein sorting 33 homolog A (S. cerevisiae)"
"54797_at"	"3.16e-01"	"1.48e-01"	"1.454471"	"-5.45592"	"0.2702756"	"UNC79"	"unc-79 homolog (C. elegans)"
"48119_at"	"3.16e-01"	"1.48e-01"	"1.454417"	"-5.45599"	"0.1141086"	"REPS1"	"RALBP1 associated Eps domain containing 1"
"44671_at"	"3.16e-01"	"1.48e-01"	"-1.454022"	"-5.45655"	"-0.1466077"	"ASB7"	"ankyrin repeat and SOCS box containing 7"
"51865_at"	"3.17e-01"	"1.48e-01"	"-1.45309"	"-5.45787"	"-0.2734866"	"LOC100505608"	"hypothetical LOC100505608"
"43109_r_at"	"3.17e-01"	"1.48e-01"	"1.452852"	"-5.4582"	"0.3433096"	""	""
"55573_at"	"3.17e-01"	"1.48e-01"	"1.452616"	"-5.45854"	"0.1930835"	"SIL1"	"SIL1 nucleotide exchange factor"
"48189_at"	"3.17e-01"	"1.48e-01"	"-1.451873"	"-5.45958"	"-0.178089"	""	""
"48493_at"	"3.17e-01"	"1.48e-01"	"1.451792"	"-5.4597"	"0.1399389"	"MYO5C"	"myosin VC"
"43473_at"	"3.17e-01"	"1.48e-01"	"-1.451624"	"-5.45993"	"-0.1285645"	"ZRANB1"	"zinc finger, RAN-binding domain containing 1"
"44526_at"	"3.17e-01"	"1.48e-01"	"-1.451593"	"-5.45998"	"-0.2457698"	""	""
"44867_r_at"	"3.18e-01"	"1.49e-01"	"1.451159"	"-5.46059"	"0.2154981"	"LINC01420"	"long intergenic non-protein coding RNA 1420"
"44418_at"	"3.18e-01"	"1.49e-01"	"1.450851"	"-5.46102"	"0.3361437"	""	""
"46101_at"	"3.18e-01"	"1.49e-01"	"-1.450489"	"-5.46153"	"-0.2082565"	"SFT2D3"	"SFT2 domain containing 3"
"54606_at"	"3.18e-01"	"1.49e-01"	"-1.450413"	"-5.46164"	"-0.1634031"	"RNF216"	"ring finger protein 216"
"43049_at"	"3.18e-01"	"1.49e-01"	"1.450107"	"-5.46207"	"0.1239576"	"ACTR6"	"ARP6 actin-related protein 6 homolog (yeast)"
"44363_at"	"3.18e-01"	"1.49e-01"	"1.45008"	"-5.46211"	"0.1180411"	"ABCA9"	"ATP-binding cassette, sub-family A (ABC1), member 9"
"52713_at"	"3.18e-01"	"1.49e-01"	"1.449847"	"-5.46244"	"0.1487434"	"RGS6"	"regulator of G-protein signaling 6"
"46156_at"	"3.18e-01"	"1.49e-01"	"1.449829"	"-5.46246"	"0.2706317"	"GNAS"	"GNAS complex locus"
"44637_at"	"3.18e-01"	"1.49e-01"	"1.449707"	"-5.46263"	"0.2049188"	"PCED1A"	"PC-esterase domain containing 1A"
"57468_at"	"3.18e-01"	"1.49e-01"	"1.449647"	"-5.46272"	"0.3009007"	"KLHL28"	"kelch-like family member 28"
"49343_at"	"3.18e-01"	"1.49e-01"	"1.449633"	"-5.46274"	"0.1395165"	"CMIP"	"c-Maf inducing protein"
"52109_at"	"3.18e-01"	"1.49e-01"	"1.449078"	"-5.46352"	"0.1226484"	"DUSP12"	"dual specificity phosphatase 12"
"44357_at"	"3.18e-01"	"1.49e-01"	"1.448655"	"-5.46411"	"0.3403785"	""	""
"50092_at"	"3.18e-01"	"1.49e-01"	"-1.448631"	"-5.46415"	"-0.2758362"	"ARID4A"	"AT rich interactive domain 4A (RBP1-like)"
"56240_at"	"3.19e-01"	"1.49e-01"	"1.448067"	"-5.46494"	"0.119074"	"NFS1"	"NFS1 cysteine desulfurase"
"46264_at"	"3.19e-01"	"1.50e-01"	"-1.447664"	"-5.46551"	"-0.1407997"	"TM2D2"	"TM2 domain containing 2"
"56097_at"	"3.19e-01"	"1.50e-01"	"1.447448"	"-5.46581"	"0.2381823"	"CA13"	"carbonic anhydrase XIII"
"53484_at"	"3.19e-01"	"1.50e-01"	"1.447276"	"-5.46605"	"0.2814687"	"ATF7IP2"	"activating transcription factor 7 interacting protein 2"
"42487_at"	"3.19e-01"	"1.50e-01"	"1.446901"	"-5.46658"	"0.2788637"	""	""
"43074_at"	"3.19e-01"	"1.50e-01"	"-1.446698"	"-5.46687"	"-0.1631064"	"DHX8"	"DEAH (Asp-Glu-Ala-His) box polypeptide 8"
"43228_at"	"3.19e-01"	"1.50e-01"	"1.446412"	"-5.46727"	"0.3011658"	"ARG1"	"arginase 1"
"45022_at"	"3.19e-01"	"1.50e-01"	"1.446351"	"-5.46735"	"0.3001033"	""	""
"51854_at"	"3.19e-01"	"1.50e-01"	"1.446346"	"-5.46736"	"0.2229885"	"CCSER2"	"coiled-coil serine-rich protein 2"
"47793_at"	"3.19e-01"	"1.50e-01"	"-1.446154"	"-5.46763"	"-0.1634377"	""	""
"56516_at"	"3.19e-01"	"1.50e-01"	"1.446101"	"-5.46771"	"0.1381819"	"YTHDF1"	"YTH domain family, member 1"
"42995_at"	"3.20e-01"	"1.50e-01"	"-1.445656"	"-5.46833"	"-0.2092167"	"TMEM53"	"transmembrane protein 53"
"43412_s_at"	"3.20e-01"	"1.50e-01"	"-1.445113"	"-5.46909"	"-0.13938"	"PVRL1"	"poliovirus receptor-related 1 (herpesvirus entry mediator C)"
"47062_at"	"3.20e-01"	"1.50e-01"	"1.44501"	"-5.46924"	"0.2199981"	"POMT2"	"protein-O-mannosyltransferase 2"
"49632_at"	"3.20e-01"	"1.50e-01"	"1.444974"	"-5.46929"	"0.2692799"	""	""
"49871_at"	"3.20e-01"	"1.50e-01"	"1.44488"	"-5.46942"	"0.2831497"	"UTP15"	"UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)"
"46001_at"	"3.20e-01"	"1.50e-01"	"1.44469"	"-5.46968"	"0.3026634"	""	""
"53324_at"	"3.20e-01"	"1.50e-01"	"1.444592"	"-5.46982"	"0.2834701"	"LONRF2"	"LON peptidase N-terminal domain and ring finger 2"
